turnid	ROUGE1-R	MRR	Exact match	F1
638_3	0.444444	0.000000	0.000000	0.120000
638_4	0.666667		0.000000	0.846154
639_2	0.192308	0.000000	0.000000	0.090909
639_3	0.150000	0.000000	0.000000	0.000000
639_4	0.571429	0.000000	0.000000	0.000000
640_2	0.888889	0.000000	0.000000	0.571429
640_3	0.857143		0.000000	0.428571
640_4	1.000000	0.000000	0.000000	0.315789
640_5	0.900000		0.000000	0.176471
640_6	1.000000	0.000000	0.000000	0.352941
640_7	0.461538	0.000000	0.000000	0.263158
640_8	0.647059	0.125000	0.000000	0.222222
640_9	0.750000	0.000000	0.000000	0.125000
640_10	0.750000		0.000000	0.181818
641_2	1.000000	0.000000	0.000000	0.285714
641_3	0.928571	0.333333	0.000000	0.370370
641_4	0.666667		0.000000	0.321429
641_5	0.923077		0.000000	0.193548
641_6	1.000000		0.000000	0.136364
642_2	0.454545	0.000000	0.000000	0.900000
642_3	1.000000	0.166667	0.000000	0.250000
642_4	0.909091		0.000000	0.266667
642_5	1.000000		0.000000	0.315789
643_2	0.818182	0.000000	0.000000	0.186047
643_3	0.818182	0.000000	0.000000	0.181818
643_4	0.800000		0.000000	0.000000
643_5	1.000000		0.000000	0.272727
644_2	0.625000	0.000000	0.000000	0.187500
644_3	0.272727	0.000000	0.000000	0.108108
644_4	0.300000	0.000000	0.000000	0.000000
644_5	0.090909		0.000000	0.083333
644_6	0.272727	0.000000	0.000000	0.072727
644_7	0.500000	1.000000	0.000000	0.780488
645_2	0.600000	0.000000	0.000000	0.400000
645_3	0.714286	0.000000	0.000000	0.250000
645_4	0.625000		0.000000	0.307692
645_5	0.625000		0.000000	0.333333
645_6	0.428571		0.000000	0.064516
645_7	0.375000		0.000000	0.000000
645_8	0.500000	0.000000	0.000000	0.333333
646_2	0.727273	0.000000	0.000000	0.000000
646_3	0.785714	1.000000	0.000000	0.111111
646_4	0.714286			
646_5	0.750000			
647_2	1.000000	1.000000	0.000000	0.166667
647_3	0.615385		0.000000	0.315789
647_4	1.000000		0.000000	0.039216
648_2	0.538462			
648_3	0.615385		0.000000	0.125000
648_4	1.000000		0.000000	0.228571
648_5	0.727273		0.000000	0.095238
649_2	0.818182		0.000000	0.086957
649_3	0.428571	0.000000	0.000000	0.000000
649_4	0.750000		0.000000	0.230769
649_5	0.454545	0.000000	0.000000	0.000000
649_6	0.153846	0.000000	0.000000	0.000000
649_7	0.750000		0.000000	0.058824
650_2	0.900000	0.125000	0.000000	0.000000
650_3	0.700000	1.000000	0.000000	0.105263
650_4	0.727273	1.000000	0.000000	0.320000
650_5	0.888889	0.200000	0.000000	0.076923
650_6	0.857143		0.000000	0.000000
650_7	0.875000		0.000000	0.090909
650_8	0.888889		0.000000	0.058824
651_2	0.666667		0.000000	0.117647
651_3	0.750000		0.000000	0.125000
651_4	0.714286		0.000000	0.171429
652_2	0.875000		0.000000	0.153846
652_3	0.636364		0.000000	0.000000
652_4	0.625000		0.000000	0.153846
652_5	0.714286	0.000000	0.000000	0.000000
652_6	0.533333		0.000000	0.076923
652_7	0.700000		0.000000	0.076923
652_8	0.571429		0.000000	0.086957
652_9	0.727273		0.000000	0.000000
652_10	0.562500		0.000000	0.086957
653_2	0.555556		0.000000	0.227273
653_3	1.000000		0.000000	0.193548
653_4	0.666667		0.000000	0.232558
653_5	0.363636	0.500000	0.000000	0.285714
653_6	0.727273		0.000000	0.222222
653_7	0.900000		0.000000	0.162162
653_8	0.461538			
654_2	0.315789		0.000000	0.000000
654_3	0.692308		0.000000	0.000000
654_4	0.461538		0.000000	0.095238
654_5	0.428571		0.000000	0.090909
654_6	0.666667	0.000000	0.000000	0.050000
654_7	0.428571	0.000000	0.000000	0.000000
654_8	0.333333	0.000000	0.000000	0.000000
654_9	0.333333		0.000000	0.000000
655_2	0.727273		0.000000	0.000000
655_3	0.400000		0.000000	0.250000
655_4	0.666667	0.000000	0.000000	0.064516
655_5	0.909091	1.000000	0.000000	0.969697
655_6	0.846154			
655_7	0.583333	1.000000	0.000000	0.518519
655_8	0.615385	0.000000	0.000000	0.121212
656_2	1.000000		0.000000	0.121212
656_3	0.888889		0.000000	0.431373
656_4	0.875000			
657_2	0.500000	0.000000	0.000000	0.000000
657_3	0.500000	0.000000	0.000000	0.111111
657_4	0.600000		0.000000	0.400000
657_5	0.750000	0.000000	0.000000	0.083333
657_6	0.750000		0.000000	0.476190
657_7	0.700000	0.000000	0.000000	0.044444
657_8	0.750000	0.000000	0.000000	0.205128
658_2	0.500000		0.000000	0.117647
658_3	0.500000		0.000000	0.000000
658_4	0.714286			
658_5	0.818182		0.000000	0.101695
658_6	0.571429	0.000000	0.000000	0.086957
658_7	0.750000		0.000000	0.000000
658_8	0.333333	0.000000	0.000000	0.100000
658_9	0.714286	0.000000	0.000000	0.071429
658_10	0.571429			
659_2	0.583333		0.000000	0.000000
659_3	0.857143		0.000000	0.066667
659_4	0.833333		0.000000	0.000000
659_5	0.777778		0.000000	0.000000
659_6	0.666667		0.000000	0.000000
659_7	0.545455		0.000000	0.200000
659_8	0.875000		0.000000	0.000000
659_9	0.666667		0.000000	0.093750
659_10	0.588235		0.000000	0.000000
659_11	0.875000		0.000000	0.000000
660_2	0.714286		0.000000	0.400000
660_3	0.461538	0.000000	0.000000	0.000000
660_4	0.615385	0.000000	0.000000	0.000000
660_5	0.857143	0.000000	0.000000	0.000000
660_6	0.350000	0.000000	0.000000	0.000000
660_7	0.750000		0.000000	0.000000
660_8	0.368421	0.000000	0.000000	0.000000
660_9	0.636364	0.000000	0.000000	0.083333
660_10	0.500000	0.000000	0.000000	0.000000
660_11	0.500000		0.000000	0.000000
661_2	0.705882	0.142857	0.000000	0.157895
661_3	0.615385		0.000000	0.217391
661_4	0.619048	0.250000	0.000000	0.137931
661_5	0.363636	0.000000	0.000000	0.275862
662_2	0.750000	0.000000	0.000000	0.055556
662_3	0.750000		0.000000	0.000000
662_4	0.526316	0.000000	0.000000	0.088889
662_5	1.000000		0.000000	0.500000
662_6	1.000000		0.000000	0.240000
663_2	0.416667		0.000000	0.000000
663_3	0.625000		0.000000	0.000000
663_4	0.230769		0.000000	0.000000
663_5	0.562500		0.000000	0.000000
663_6	0.636364	0.000000	0.000000	0.121212
663_7	0.133333	0.000000	0.000000	0.000000
664_2	1.000000	0.000000	0.000000	0.086957
664_3	0.750000	0.166667	0.000000	0.075472
664_4	1.000000	0.000000	0.000000	0.090909
664_5	1.000000		0.000000	0.181818
664_6	1.000000		0.000000	0.150000
665_2	0.230769	0.000000	0.000000	0.071429
665_3	0.454545	0.000000	0.000000	0.090909
666_2	0.800000		0.000000	0.071429
666_3	0.571429		0.000000	0.478261
666_4	0.800000		0.000000	0.294118
667_2	0.333333	0.000000	0.000000	0.111111
667_3	0.666667		0.000000	0.176471
667_4	0.600000	0.000000	0.000000	0.000000
668_2	0.750000		0.000000	0.111111
668_3	0.600000	0.000000	0.000000	0.000000
668_4	0.500000		0.000000	0.166667
669_2	0.500000		0.000000	0.166667
669_3	0.666667		0.000000	0.206897
669_4	0.384615		0.000000	0.130435
669_5	0.434783	0.000000	0.000000	0.133333
670_2	1.000000		0.000000	0.260870
670_3	0.454545	0.000000	0.000000	0.250000
670_4	0.545455	0.000000	0.000000	0.187500
670_5	0.500000	0.000000	0.000000	0.125000
670_6	0.444444	0.000000	0.000000	0.258065
670_7	0.538462	0.000000	0.000000	0.260870
671_2	0.555556	0.000000	0.000000	0.080000
671_3	0.571429	0.000000	0.000000	0.000000
671_4	0.529412		0.000000	0.117647
671_5	0.300000	0.000000	0.000000	0.000000
671_6	0.571429			
671_7	0.461538	0.000000	0.000000	0.000000
672_2	0.470588	0.000000	0.000000	0.000000
672_3	0.500000	0.000000	0.000000	0.078431
672_4	0.294118	0.000000	0.000000	0.074074
672_5	0.400000	0.000000	0.000000	0.130435
672_6	0.384615	0.000000	0.000000	0.222222
672_7	0.466667	0.000000	0.000000	0.125000
672_8	0.444444	0.000000	0.000000	0.222222
672_9	0.461538	0.000000	0.000000	0.127660
672_10	0.615385	0.000000	0.000000	0.242424
672_11	0.416667	0.000000	0.000000	0.190476
673_2	0.533333	0.000000	0.000000	0.210526
673_3	0.666667		0.000000	0.074074
673_4	0.600000		0.000000	0.114286
673_5	0.571429	0.000000	0.000000	0.095238
673_6	0.444444	0.000000	0.000000	0.072727
673_7	0.307692	0.000000	0.000000	0.000000
673_8	0.650000	0.000000	0.000000	0.125000
674_2	0.571429		0.000000	0.111111
674_3	0.555556	0.000000	0.000000	0.000000
674_4	0.777778	0.000000	0.000000	0.055556
674_5	0.750000		0.000000	0.105263
674_6	0.285714	0.000000	0.000000	0.000000
674_7	0.666667	0.000000	0.000000	0.200000
674_8	0.555556	0.000000	0.000000	0.137931
674_9	0.727273	0.000000	0.000000	0.068966
674_10	0.750000		0.000000	0.000000
674_11	0.800000		0.000000	0.000000
674_12	0.700000	0.500000	0.000000	0.193548
675_2	0.750000	0.000000	0.000000	0.000000
675_3	0.700000		0.000000	0.809524
675_4	0.777778	0.000000	0.000000	0.057143
675_5	0.818182	0.000000	0.000000	0.125000
675_6	0.545455	0.000000	0.000000	0.060606
675_7	0.428571	0.250000	0.000000	0.071429
675_8	0.733333			
675_9	0.538462	0.000000	0.000000	0.150000
675_10	0.727273		0.000000	0.062500
675_11	0.400000		0.000000	0.000000
676_2	1.000000		0.000000	0.200000
676_3	1.000000		0.000000	0.243902
676_4	0.500000	0.000000	0.000000	0.105263
676_5	0.437500	0.000000	0.000000	0.142857
676_6	0.526316	0.000000	0.000000	0.238095
676_7	1.000000			
677_2	0.428571		0.000000	0.000000
677_3	0.444444		0.000000	0.000000
677_4	0.571429		0.000000	0.088889
678_2	1.000000		0.000000	0.363636
678_3	0.875000			
678_4	1.000000			
678_5	1.000000	0.000000	0.000000	0.137931
679_2	0.888889		0.000000	0.166667
679_3	0.324324			
679_4	0.900000			
679_5	0.923077	0.250000	0.000000	0.000000
680_2	0.727273	0.000000	0.000000	0.451613
680_3	0.500000	1.000000	0.000000	0.972973
680_4	0.565217	0.000000	0.000000	0.279070
680_5	1.000000		0.000000	0.177778
680_6	0.785714			
680_7	0.600000			
680_8	0.600000	0.500000	0.000000	0.300000
681_2	0.047619	1.000000	0.000000	0.969697
681_3	0.315789	0.000000	0.000000	0.058824
681_4	0.333333	0.000000	0.000000	0.125000
681_5	0.500000	0.000000	0.000000	0.045455
681_6	0.454545		0.000000	0.092308
682_2	0.800000		0.000000	0.100000
682_3	0.857143		0.000000	0.375000
682_4	0.875000	0.000000	0.000000	0.105263
682_5	0.777778		0.000000	0.214286
682_6	0.545455	0.000000	0.000000	0.139535
683_2	0.625000			
683_3	0.666667	0.000000	0.000000	0.048780
683_4	0.555556		0.000000	0.111111
684_2	0.500000		0.000000	0.000000
684_3	0.571429			
684_4	0.600000		0.000000	0.266667
684_5	0.400000			
684_6	0.666667	0.000000	0.000000	0.000000
684_7	0.375000	0.000000	0.000000	0.100000
684_8	0.571429		0.000000	0.044444
684_9	0.214286	0.000000	0.000000	0.057143
684_10	0.160000			
684_11	0.500000		0.000000	0.000000
685_2	0.588235	0.000000	0.000000	0.000000
685_3	0.454545			
685_4	0.571429			
685_5	0.307692		0.000000	0.046512
685_6	0.333333			
685_7	0.666667			
686_2	0.750000		0.000000	0.352941
686_3	0.666667	0.000000	0.000000	0.060606
686_4	0.666667	0.000000	0.000000	0.000000
686_5	0.360000	0.000000	0.000000	0.228571
686_6	0.666667			
686_7	0.666667			
686_8	0.500000		0.000000	0.350000
687_2	0.833333	0.500000	0.000000	0.258065
687_3	0.800000	0.500000	0.000000	0.648649
687_4	0.800000	1.000000	0.000000	0.851852
687_5	0.900000			
687_6	0.500000	0.000000	0.000000	0.217391
687_7	1.000000			
688_2	1.000000	0.000000	0.000000	0.866667
688_3	0.700000	0.000000	0.000000	0.216216
688_4	0.545455		0.000000	0.162162
688_5	0.800000		0.000000	0.333333
688_6	0.777778		0.000000	0.857143
689_2	0.363636	0.000000	0.000000	0.000000
689_3	0.461538	0.000000	0.000000	0.000000
689_4	0.142857		0.000000	0.000000
689_5	0.545455		0.000000	0.545455
689_6	0.727273		0.000000	0.333333
689_7	0.727273	0.000000	0.000000	0.250000
689_8	0.666667	0.000000	0.000000	0.210526
689_9	0.222222			
690_2	0.500000		0.000000	0.000000
690_3	0.833333	0.166667	0.000000	0.000000
690_4	0.642857			
690_5	0.333333			
690_6	0.600000	0.250000	0.000000	0.000000
690_7	0.615385	0.200000	0.000000	0.400000
690_8	0.400000	0.250000	0.000000	0.114286
691_2	0.363636	0.000000	0.000000	0.000000
691_3	0.461538		0.000000	0.075472
691_4	0.384615			
691_5	0.500000		0.000000	0.170213
691_6	0.416667	0.000000	0.000000	0.148148
692_2	0.800000			
692_3	0.750000		0.000000	0.333333
692_4	0.818182			
692_5	0.857143	0.250000	0.000000	0.000000
692_6	0.454545	0.000000	0.000000	0.000000
692_7	0.900000			
693_2	1.000000	0.000000	0.000000	0.413793
693_3	1.000000		0.000000	0.250000
693_4	1.000000	1.000000	0.000000	0.285714
693_5	0.500000	1.000000	0.000000	0.500000
693_6	1.000000			
693_7	1.000000	0.000000	0.000000	0.157895
694_2	0.714286			
694_3	0.800000			
694_4	1.000000	0.250000	0.000000	0.787879
694_5	0.846154	0.142857	0.000000	0.000000
694_6	0.857143	0.000000	0.000000	0.200000
694_7	1.000000		0.000000	0.000000
694_8	1.000000		0.000000	0.117647
694_9	1.000000		0.000000	0.400000
694_10	1.000000			
695_2	0.900000			
695_3	0.777778			
695_4	0.777778	0.000000	0.000000	0.068966
695_5	0.533333			
695_6	0.571429			
696_2	0.777778	0.000000	0.000000	0.227273
696_3	0.666667	0.000000	0.000000	0.222222
696_4	0.818182		0.000000	0.081633
696_5	0.750000		0.000000	0.150943
696_6	0.666667		0.000000	0.000000
696_7	0.714286			
696_8	0.600000		0.000000	0.000000
697_2	0.538462	0.000000	0.000000	0.095238
697_3	0.625000		0.000000	0.095238
697_4	0.727273		0.000000	0.046512
697_5	0.750000		0.000000	0.000000
697_6	0.571429	0.000000	0.000000	0.000000
697_7	0.400000		0.000000	0.000000
697_8	0.727273	0.000000	0.000000	0.146341
698_2	0.875000		0.000000	0.200000
698_3	0.714286			
698_4	0.875000		0.000000	0.227273
698_5	0.875000		0.000000	0.388889
698_6	0.714286			
698_7	0.888889		0.000000	0.000000
698_8	0.666667		0.000000	0.157895
699_2	1.000000	0.250000	0.000000	0.000000
699_3	1.000000			
699_4	1.000000			
699_5	1.000000		0.000000	0.171429
699_6	1.000000		0.000000	0.081633
699_7	1.000000		0.000000	0.122449
700_2	0.625000	0.000000	0.000000	0.285714
700_3	0.625000		0.000000	0.122449
700_4	0.666667		0.000000	0.176471
700_5	0.625000			
700_6	1.000000	1.000000	0.000000	0.146341
701_2	0.800000		0.000000	0.000000
701_3	0.857143		0.000000	0.300000
701_4	0.636364		0.000000	0.000000
701_5	1.000000		0.000000	0.076923
701_6	0.857143		0.000000	0.216216
701_7	0.909091		0.000000	0.285714
701_8	1.000000		0.000000	0.080000
701_9	1.000000	0.000000	0.000000	0.157895
701_10	1.000000	0.000000	0.000000	0.266667
701_11	1.000000		0.000000	0.500000
701_12	0.750000		0.000000	0.139535
702_2	0.833333		0.000000	0.200000
702_3	1.000000		0.000000	0.064516
702_4	1.000000		0.000000	0.114286
702_5	0.875000			
702_6	0.857143		0.000000	0.114286
702_7	0.700000		0.000000	0.000000
702_8	1.000000	0.125000	0.000000	0.500000
702_9	0.833333		0.000000	0.875000
702_10	1.000000		0.000000	0.250000
702_11	1.000000		0.000000	0.066667
703_2	0.555556		0.000000	0.040816
703_3	0.555556		0.000000	0.125000
703_4	0.555556			
703_5	0.571429		0.000000	0.045455
704_2	0.777778		0.000000	0.133333
704_3	0.500000			
704_4	0.833333	0.000000	0.000000	0.320000
704_5	0.923077		0.000000	0.171429
704_6	0.750000		0.000000	0.000000
704_7	0.428571	0.000000	0.000000	0.142857
704_8	0.777778		0.000000	0.000000
704_9	0.600000			
705_2	0.857143	0.000000	0.000000	0.000000
705_3	0.750000		0.000000	0.133333
705_4	0.888889	0.500000	0.000000	0.478261
706_2	0.571429	0.000000	0.000000	0.000000
706_3	0.750000		0.000000	0.200000
706_4	0.700000	0.000000	0.000000	0.050000
707_2	0.666667	0.000000	0.000000	0.216216
707_3	0.833333		0.000000	0.000000
707_4	0.625000		0.000000	0.266667
707_5	0.888889	0.000000	0.000000	0.121212
707_6	0.750000	0.000000	0.000000	0.121212
707_7	0.750000			
708_2	0.500000	0.000000	0.000000	0.117647
708_3	0.700000		0.000000	0.121212
708_4	0.500000	0.000000	0.000000	0.000000
709_2	0.500000			
709_3	0.800000	0.000000	0.000000	0.045455
709_4	0.833333	0.000000	0.000000	0.000000
709_5	0.750000			
709_6	0.571429	0.000000	0.000000	0.000000
709_7	0.800000			
709_8	0.777778			
709_9	0.777778	0.000000	0.000000	0.081633
709_10	0.636364	1.000000	0.000000	0.342857
709_11	0.625000			
710_2	0.600000		0.000000	0.428571
710_3	0.666667	0.000000	0.000000	0.142857
710_4	0.571429		0.000000	0.142857
710_5	0.777778		0.000000	0.142857
710_6	0.666667			
711_2	0.600000	0.000000	0.000000	0.352941
711_3	0.600000	0.000000	0.000000	0.266667
711_4	0.818182		0.000000	0.200000
711_5	0.714286		0.000000	0.142857
711_6	0.666667		0.000000	0.380952
711_7	0.714286		0.000000	0.000000
711_8	0.777778		0.000000	0.000000
711_9	0.500000	0.000000	0.000000	0.153846
711_10	0.857143			
711_11	0.666667		0.000000	0.000000
712_2	0.750000			
712_3	0.777778			
712_4	0.666667		0.000000	0.133333
712_5	0.800000			
712_6	0.857143			
712_7	1.000000			
712_8	0.750000			
712_9	0.500000		0.000000	0.181818
713_2	0.714286	0.000000	0.000000	0.210526
713_3	0.625000	0.000000	0.000000	0.117647
713_4	0.700000		0.000000	0.146341
713_5	0.769231		0.000000	0.068966
713_6	0.666667	0.000000	0.000000	0.357143
713_7	0.500000	0.000000	0.000000	0.100000
713_8	0.571429	0.000000	0.000000	0.105263
714_2	0.714286		0.000000	0.037736
714_3	0.500000	0.000000	0.000000	0.055556
714_4	0.444444		0.000000	0.000000
714_5	0.769231		0.000000	0.113208
714_6	0.400000		0.000000	0.068966
714_7	0.461538		0.000000	0.058824
714_8	0.375000	0.000000	0.000000	0.111111
715_2	0.333333		0.000000	0.086957
715_3	0.312500			
715_4	0.666667		0.000000	0.181818
715_5	0.352941		0.000000	0.095238
715_6	0.428571		0.000000	0.186047
715_7	0.307692		0.000000	0.228571
715_8	0.750000		0.000000	0.093023
715_9	0.352941		0.000000	0.181818
715_10	0.400000	0.000000	0.000000	0.105263
715_11	0.160000		0.000000	0.127660
716_2	0.214286	0.000000	0.000000	0.072727
716_3	0.636364		0.000000	0.341463
716_4	0.666667		0.000000	0.146341
716_5	0.500000		0.000000	0.000000
717_2	0.500000		0.000000	0.352941
717_3	0.571429		0.000000	0.461538
717_4	0.600000	0.000000	0.000000	0.125000
717_5	0.500000		0.000000	0.250000
717_6	0.800000			
717_7	0.833333		0.000000	0.055556
717_8	0.600000			
718_2	1.000000		1.000000	1.000000
718_3	0.555556	0.500000	0.000000	0.526316
718_4	0.777778	0.111111	0.000000	0.162162
718_5	0.583333	0.000000	0.000000	0.044444
719_2	0.769231		0.000000	0.055556
719_3	0.285714	0.000000	0.000000	0.097561
719_4	0.666667		0.000000	0.166667
719_5	0.428571	0.000000	0.000000	0.000000
719_6	0.545455			
719_7	0.583333			
719_8	0.727273		0.000000	0.093023
719_9	0.700000		0.000000	0.000000
719_10	0.428571	0.000000	0.000000	0.000000
719_11	0.812500	0.000000	0.000000	0.000000
719_12	0.750000	1.000000	1.000000	1.000000
720_2	0.300000	0.000000	0.000000	0.166667
720_3	0.222222	0.000000	0.000000	0.000000
720_4	0.692308	0.000000	0.000000	0.068966
721_2	0.666667	0.333333	0.000000	0.036364
721_3	0.777778	0.250000	0.000000	0.101695
721_4	0.272727			
721_5	0.800000	0.250000	0.000000	0.200000
721_6	0.833333		0.000000	0.230769
721_7	0.500000		0.000000	0.000000
721_8	0.666667		0.000000	0.052632
721_9	0.444444	0.142857	0.000000	0.333333
722_2	0.400000	0.000000	0.000000	0.000000
722_3	0.500000		0.000000	0.266667
722_4	0.250000		0.000000	0.000000
722_5	0.500000		0.000000	0.071429
722_6	0.444444		0.000000	0.200000
722_7	0.500000			
722_8	0.583333	0.000000	0.000000	0.074074
722_9	0.416667		0.000000	0.060606
723_2	0.666667	0.000000	0.000000	0.000000
723_3	0.727273		0.000000	0.086957
723_4	0.666667			
724_2	0.500000	0.000000	0.000000	0.090909
724_3	0.600000		0.000000	0.000000
724_4	0.636364	0.000000	0.000000	0.196078
724_5	0.666667		0.000000	0.111111
724_6	0.500000	0.000000	0.000000	0.000000
724_7	0.818182	0.000000	0.000000	0.357143
724_8	0.833333		0.000000	0.068966
724_9	0.500000			
724_10	0.714286		0.000000	0.000000
724_11	0.800000		0.000000	0.461538
724_12	0.600000		0.000000	0.000000
725_2	0.750000		0.000000	0.166667
725_3	0.846154		0.000000	0.162162
725_4	0.461538			
725_5	0.461538			
726_2	0.733333	0.000000	0.000000	0.352941
726_3	0.636364		0.000000	0.074074
726_4	0.666667	0.000000	0.000000	0.111111
727_2	0.583333	0.000000	0.000000	0.000000
727_3	0.461538	0.000000	0.000000	0.000000
727_4	0.846154	0.000000	0.000000	0.000000
727_5	0.375000		0.000000	0.153846
727_6	0.411765	0.000000	0.000000	0.040816
727_7	0.352941		0.000000	0.062500
727_8	0.307692	0.000000	0.000000	0.000000
727_9	0.500000	0.000000	0.000000	0.000000
728_2	1.000000		0.000000	0.000000
728_3	1.000000	0.000000	0.000000	0.125000
728_4	0.800000	0.500000	0.000000	0.181818
728_5	0.700000	0.500000	0.000000	0.093023
728_6	0.700000		0.000000	0.117647
729_2	0.818182	0.333333	0.000000	0.000000
729_3	1.000000	0.000000	0.000000	0.166667
729_4	0.777778		0.000000	0.000000
729_5	0.545455	0.000000	0.000000	0.125000
730_2	0.818182		0.000000	0.428571
730_3	0.750000		0.000000	0.000000
730_4	0.777778		0.000000	0.000000
730_5	0.777778		0.000000	0.000000
730_6	0.437500	0.000000	0.000000	0.125000
730_7	0.454545	0.000000	0.000000	0.000000
730_8	0.470588	0.000000	0.000000	0.125000
730_9	0.533333		0.000000	0.000000
730_10	0.666667		0.000000	0.111111
730_11	0.500000		0.000000	0.076923
731_2	0.833333			
731_3	0.833333		0.000000	0.083333
731_4	0.555556		0.000000	0.058824
732_2	0.300000	0.000000	0.000000	0.000000
732_3	0.375000	0.000000	0.000000	0.000000
732_4	0.500000		0.000000	0.000000
732_5	0.714286	0.000000	0.000000	0.037736
732_6	0.571429		0.000000	0.000000
732_7	0.500000	0.000000	0.000000	0.051282
733_2	0.636364		0.000000	0.000000
733_3	0.500000		0.000000	0.047619
733_4	0.750000		0.000000	0.000000
733_5	0.777778		0.000000	0.105263
733_6	0.352941		0.000000	0.000000
733_7	0.666667		0.000000	0.140351
733_8	0.777778		0.000000	0.074074
733_9	0.727273		0.000000	0.040816
733_10	0.666667		0.000000	0.378378
734_2	0.888889	1.000000	0.000000	0.666667
734_3	0.625000		0.000000	0.000000
734_4	0.888889	0.200000	0.000000	0.186047
734_5	1.000000	1.000000	0.000000	0.761905
735_2	0.714286		0.000000	0.000000
735_3	0.800000	0.100000	0.000000	0.142857
735_4	0.888889			
735_5	1.000000		0.000000	0.142857
735_6	0.777778	0.000000	0.000000	0.250000
735_7	0.666667			
735_8	1.000000		0.000000	0.046512
736_2	0.750000		0.000000	0.114286
736_3	0.846154		0.000000	0.000000
736_4	0.818182		0.000000	0.216216
736_5	0.750000			
736_6	0.666667		0.000000	0.102564
737_2	1.000000		0.000000	0.769231
737_3	1.000000			
737_4	1.000000	0.000000	0.000000	0.206897
737_5	1.000000			
738_2	0.727273	0.000000	0.000000	0.000000
738_3	0.750000		0.000000	0.071429
738_4	0.666667		0.000000	0.000000
738_5	0.777778	0.000000	0.000000	0.363636
738_6	0.666667		0.000000	0.052632
739_2	0.600000	0.000000	0.000000	0.000000
739_3	0.777778		0.000000	0.000000
739_4	0.222222	0.000000	0.000000	0.083333
739_5	0.571429	0.000000	0.000000	0.000000
739_6	0.714286		0.000000	0.000000
740_2	0.833333		0.000000	0.416667
740_3	0.454545		0.000000	0.111111
740_4	0.750000		0.000000	0.083333
740_5	1.000000		0.000000	0.375000
741_2	0.625000		0.000000	0.068966
741_3	0.833333		0.000000	0.133333
741_4	0.800000		0.000000	0.260870
741_5	0.833333		0.000000	0.000000
741_6	0.923077		0.000000	0.000000
742_2	0.700000		0.000000	0.200000
742_3	0.700000	0.000000	0.000000	0.000000
742_4	1.000000		0.000000	0.120000
742_5	0.625000		0.000000	0.000000
742_6	0.555556			
743_2	0.833333	0.000000	0.000000	0.000000
743_3	0.833333	0.000000	0.000000	0.142857
743_4	0.857143	0.000000	0.000000	0.083333
743_5	0.875000	0.000000	0.000000	0.000000
743_6	0.857143	0.000000	0.000000	0.000000
744_2	0.619048			
744_3	0.470588	0.000000	0.000000	0.000000
744_4	0.529412		0.000000	0.108108
744_5	0.650000		0.000000	0.071429
744_6	0.647059		0.000000	0.133333
745_2	0.800000	0.000000	0.000000	0.000000
745_3	0.571429		0.000000	0.181818
745_4	0.500000		0.000000	0.044444
745_5	0.636364		0.000000	0.000000
745_6	0.714286		0.000000	0.111111
745_7	0.666667		0.000000	0.074074
745_8	0.444444			
745_9	0.666667		0.000000	0.133333
746_2	0.777778		0.000000	0.051282
746_3	0.777778		0.000000	0.000000
746_4	0.571429	0.000000	0.000000	0.235294
746_5	0.500000		0.000000	0.153846
746_6	0.571429	0.000000	0.000000	0.000000
746_7	0.400000		0.000000	0.111111
746_8	0.666667		0.000000	0.263158
747_2	1.000000		0.000000	0.226415
747_3	1.000000			
747_4	1.000000	0.500000	0.000000	0.258065
747_5	1.000000		0.000000	0.238095
747_6	0.909091		0.000000	0.545455
747_7	1.000000		0.000000	0.315789
747_8	1.000000			
748_2	1.000000	0.200000	0.000000	0.214286
748_3	0.666667	0.142857	0.000000	0.157895
748_4	1.000000	0.250000	0.000000	0.285714
748_5	1.000000			
748_6	1.000000	0.200000	0.000000	0.193548
749_2	1.000000	1.000000	0.000000	0.744186
749_3	1.000000	0.250000	0.000000	0.320000
749_4	0.875000	0.000000	0.000000	0.150000
749_5	0.714286			
749_6	1.000000	0.000000	0.000000	0.041667
749_7	1.000000	0.333333	0.000000	0.078431
749_8	0.769231	0.333333	0.000000	0.217391
750_2	0.777778	0.000000	0.000000	0.146341
750_3	0.625000	0.000000	0.000000	0.100000
750_4	0.125000	0.000000	0.000000	0.000000
750_5	0.300000	0.000000	0.000000	0.054054
751_2	0.555556	0.000000	0.000000	0.076923
751_3	0.500000		0.000000	0.000000
751_4	0.833333	0.000000	0.000000	0.176471
751_5	0.333333		0.000000	0.210526
752_2	0.625000	0.000000	0.000000	0.058824
752_3	0.700000	0.000000	0.000000	0.000000
752_4	0.666667	0.000000	0.000000	0.000000
752_5	0.727273	0.000000	0.000000	0.129032
752_6	0.700000	0.000000	0.000000	0.000000
752_7	0.211538		0.000000	0.050000
752_8	0.307692			
752_9	0.666667	0.000000	0.000000	0.258065
753_2	1.000000	0.250000	0.000000	0.285714
753_3	0.666667	1.000000	0.000000	0.888889
753_4	0.928571			
753_5	0.909091	1.000000	0.000000	0.157895
753_6	0.857143		0.000000	0.137931
753_7	0.875000		0.000000	0.066667
754_2	0.625000	0.000000	0.000000	0.114286
754_3	0.526316		0.000000	0.042553
754_4	0.857143		0.000000	0.105263
754_5	0.750000	0.250000	0.000000	0.000000
755_2	1.000000		0.000000	0.230769
