turnid	ROUGE1-R	MRR	Exact match	F1
1481_8	1.000000		0.000000	0.166667
1482_2	0.571429		0.000000	0.000000
1482_3	0.571429			
1482_4	0.666667	0.000000	0.000000	0.000000
1483_2	0.875000	1.000000	0.000000	0.250000
1483_3	0.714286		0.000000	0.702703
1483_4	0.777778	1.000000	1.000000	1.000000
1483_5	0.400000	0.500000	0.000000	0.482759
1483_6	0.833333		0.000000	0.000000
1483_7	0.857143	1.000000	1.000000	1.000000
1483_8	0.928571	0.500000	0.000000	0.054054
1483_9	1.000000	0.100000	0.000000	0.470588
1483_10	0.857143	0.333333	0.000000	0.000000
1483_11	0.800000	1.000000	0.000000	0.166667
1484_2	0.833333		0.000000	0.324324
1484_3	0.800000			
1485_2	0.700000	0.000000	0.000000	0.153846
1485_3	0.777778	0.000000	0.000000	0.400000
1485_4	0.714286	0.000000	0.000000	0.000000
1486_2	0.571429	0.000000	0.000000	0.000000
1486_3	0.454545	0.000000	0.000000	0.052632
1486_4	0.222222	0.000000	0.000000	0.000000
1486_5	0.545455	0.000000	0.000000	0.146341
1486_6	0.400000		0.000000	0.068966
1486_7	0.666667		0.000000	0.000000
1486_8	0.750000		0.000000	0.166667
1486_9	0.416667		0.000000	0.222222
1486_10	0.500000	0.000000	0.000000	0.047619
1487_2	0.333333	0.000000	0.000000	0.129032
1487_3	0.750000		0.000000	0.210526
1487_4	0.583333	0.000000	0.000000	0.100000
1487_5	0.666667		0.000000	0.121212
1487_6	0.578947	0.000000	0.000000	0.066667
1487_7	0.700000		0.000000	0.000000
1488_2	0.416667	0.000000	0.000000	0.066667
1488_3	0.733333		0.000000	0.166667
1488_4	0.625000		0.000000	0.000000
1489_2	0.600000	0.000000	0.000000	0.054054
1489_3	0.800000	0.000000	0.000000	0.000000
1489_4	0.833333	0.000000	0.000000	0.000000
1489_5	0.750000	0.125000	0.000000	0.000000
1489_6	0.600000		0.000000	0.000000
1490_2	1.000000	0.000000	0.000000	0.125000
1490_3	1.000000	0.500000	0.000000	0.518519
1490_4	0.538462	0.250000	0.000000	0.114286
1490_5	0.666667		0.000000	0.000000
1490_6	1.000000	0.000000	0.000000	0.200000
1491_2	0.600000	0.333333	0.000000	0.333333
1491_3	0.500000	0.000000	0.000000	0.222222
1491_4	0.625000	0.000000	0.000000	0.000000
1491_5	0.727273	1.000000	0.000000	0.465116
1491_6	0.800000	0.000000	0.000000	0.000000
1491_7	0.625000	0.000000	0.000000	0.060606
1491_8	0.714286	0.000000	0.000000	0.055556
1492_2	0.818182		0.000000	0.181818
1492_3	1.000000	1.000000	0.000000	0.912281
1492_4	1.000000		0.000000	0.700000
1492_5	0.600000	0.000000	0.000000	0.240000
1492_6	0.615385	0.000000	0.000000	0.108108
1493_2	0.416667	0.000000	0.000000	0.137931
1493_3	0.454545	0.000000	0.000000	0.080000
1493_4	0.888889		0.000000	0.074074
1493_5	0.545455	0.000000	0.000000	0.088889
1493_6	0.692308		0.000000	0.000000
1493_7	0.888889		0.000000	0.125000
1494_2	0.900000	0.200000	0.000000	0.400000
1494_3	0.846154	0.500000	0.000000	0.380952
1494_4	0.875000	0.100000	0.000000	0.217391
1494_5	0.857143	0.500000	0.000000	0.120000
1494_6	0.700000	0.333333	0.000000	0.052632
1494_7	0.909091	0.000000	0.000000	0.081633
1495_2	0.666667	0.000000	0.000000	0.000000
1495_3	0.333333	0.000000	0.000000	0.000000
1495_4	0.300000		0.000000	0.000000
1495_5	0.818182	0.000000	0.000000	0.055556
1495_6	0.833333	0.000000	0.000000	0.000000
1495_7	0.600000	0.000000	0.000000	0.153846
1495_8	0.375000	0.000000	0.000000	0.300000
1496_2	0.714286		0.000000	0.057143
1496_3	0.333333	0.000000	0.000000	0.086957
1496_4	0.375000	0.000000	0.000000	0.000000
1496_5	0.583333		0.000000	0.000000
1496_6	0.428571		0.000000	0.000000
1496_7	0.416667	0.000000	0.000000	0.052632
1496_8	0.416667	0.000000	0.000000	0.000000
1497_2	0.666667	0.000000	0.000000	0.093023
1497_3	0.555556		0.000000	0.000000
1497_4	0.636364		0.000000	0.187500
1497_5	0.571429		0.000000	0.142857
1498_2	0.714286	0.111111	0.000000	0.340426
1498_3	0.750000	0.000000	0.000000	0.250000
1498_4	0.750000	0.000000	0.000000	0.117647
1498_5	0.833333		0.000000	0.333333
1499_2	0.833333		0.000000	0.842105
1499_3	0.777778	0.500000	0.000000	0.250000
1500_2	0.400000	0.000000	0.000000	0.097561
1500_3	0.666667	0.000000	0.000000	0.551724
1500_4	0.714286	0.000000	0.000000	0.270270
1500_5	0.250000	0.000000	0.000000	0.041667
1500_6	1.000000		0.000000	0.210526
1500_7	0.428571		0.000000	0.000000
1501_2	0.666667	0.000000	0.000000	0.121212
1501_3	0.777778	0.000000	0.000000	0.083333
1501_4	1.000000	1.000000	0.000000	0.129032
1501_5	0.562500	0.000000	0.000000	0.114286
1501_6	0.625000	0.000000	0.000000	0.117647
1502_2	0.714286	0.000000	0.000000	0.071429
1502_3	0.800000	0.000000	0.000000	0.125000
1502_4	0.600000	1.000000	0.000000	0.500000
1502_5	0.636364	0.000000	0.000000	0.058824
1502_6	0.777778	0.166667	0.000000	0.153846
1502_7	0.666667	0.000000	0.000000	0.000000
1503_2	0.625000	0.000000	0.000000	0.000000
1503_3	0.777778	0.166667	0.000000	0.097561
1503_4	0.307692	0.000000	0.000000	0.000000
1503_5	0.777778		0.000000	0.000000
1503_6	0.714286		0.000000	0.046512
1503_7	0.818182		0.000000	0.000000
1503_8	0.615385		0.000000	0.000000
1504_2	0.526316	1.000000	0.000000	0.256410
1504_3	0.307692		0.000000	0.057143
1504_4	0.272727			
1504_5	0.526316	1.000000	0.000000	0.041667
1504_6	0.464286		0.000000	0.232558
1504_7	0.444444	0.000000	0.000000	0.153846
1505_2	0.266667	0.000000	0.000000	0.000000
1505_3	0.058824	0.000000	0.000000	0.142857
1505_4	0.800000	1.000000	0.000000	0.964286
1505_5	0.600000	0.000000	0.000000	0.000000
1505_6	0.416667		0.000000	0.000000
1506_2	1.000000	0.500000	0.000000	0.244898
1506_3	0.466667	0.000000	0.000000	0.297872
1506_4	1.000000	1.000000	0.000000	0.523810
1506_5	0.529412	0.333333	0.000000	0.344828
1506_6	0.500000	1.000000	0.000000	0.243902
1506_7	0.666667	1.000000	0.000000	0.181818
1506_8	0.550000	1.000000	0.000000	0.163265
1507_2	0.714286	0.000000	0.000000	0.153846
1507_3	0.666667	0.000000	0.000000	0.000000
1507_4	0.555556	0.000000	0.000000	0.250000
1507_5	0.428571		0.000000	0.129032
1507_6	0.500000	0.000000	0.000000	0.000000
1507_7	0.666667		0.000000	0.114286
1507_8	0.818182	0.000000	0.000000	0.166667
1508_2	0.437500	0.000000	0.000000	0.000000
1508_3	0.615385		0.000000	0.000000
1508_4	0.380952	0.000000	0.000000	0.054054
1509_2	0.500000			
1509_3	0.666667		0.000000	0.000000
1509_4	0.600000	0.000000	0.000000	0.133333
1509_5	0.714286		0.000000	0.000000
1509_6	0.700000	0.000000	0.000000	0.000000
1509_7	0.666667	0.000000	0.000000	0.000000
1509_8	0.625000		0.000000	0.000000
1509_9	0.666667	0.000000	0.000000	0.000000
1509_10	0.666667			
1510_2	0.545455	0.000000	0.000000	0.129032
1510_3	0.625000		0.000000	0.133333
1510_4	0.666667	0.000000	0.000000	0.121212
1510_5	0.461538			
1510_6	0.888889	0.000000	0.000000	0.000000
1510_7	0.857143	0.000000	0.000000	0.250000
1510_8	0.777778	0.000000	0.000000	0.058824
1510_9	0.909091	0.000000	0.000000	0.083333
1511_2	0.875000	0.000000	0.000000	0.235294
1511_3	0.733333	0.000000	0.000000	0.176471
1511_4	0.705882	0.000000	0.000000	0.000000
1511_5	0.933333	0.000000	0.000000	0.115385
1511_6	0.833333			
1511_7	1.000000	0.000000	0.000000	0.000000
1511_8	0.750000	0.000000	0.000000	0.166667
1512_2	0.750000		0.000000	0.000000
1512_3	0.583333	0.000000	0.000000	0.000000
1512_4	0.375000	0.000000	0.000000	0.000000
1512_5	0.428571		0.000000	0.157895
1513_2	0.500000	0.000000	0.000000	0.000000
1513_3	0.800000		0.000000	0.054054
1513_4	0.357143	0.000000	0.000000	0.341463
1513_5	0.350000		0.000000	0.166667
1514_2	0.352941	0.000000	0.000000	0.000000
1514_3	0.357143	0.000000	0.000000	0.037736
1514_4	0.666667	0.000000	0.000000	0.000000
1514_5	0.263158			
1515_2	0.555556	0.000000	0.000000	0.166667
1515_3	0.666667	0.000000	0.000000	0.000000
1515_4	0.777778	0.000000	0.000000	0.048780
1515_5	0.714286			
1515_6	0.392857	0.000000	0.000000	0.062500
1515_7	0.500000		0.000000	0.157895
1516_2	1.000000	1.000000	0.000000	0.400000
1516_3	1.000000	0.333333	0.000000	0.428571
1516_4	1.000000	1.000000	0.000000	0.888889
1516_5	1.000000		0.000000	0.137931
1516_6	1.000000	1.000000	0.000000	0.363636
1516_7	1.000000	0.000000	0.000000	0.000000
1516_8	0.321429	0.000000	0.000000	0.250000
1516_9	1.000000	0.000000	0.000000	0.000000
1516_10	0.600000	1.000000	0.000000	0.181818
1517_2	0.818182			
1517_3	0.368421	0.000000	0.000000	0.192308
1517_4	0.722222	0.125000	0.000000	0.181818
1517_5	0.875000	0.250000	0.000000	0.115385
1517_6	0.700000			
1517_7	0.600000	0.000000	0.000000	0.173913
1517_8	0.307692	0.142857	0.000000	0.090909
1518_2	0.500000	0.000000	0.000000	0.000000
1518_3	0.571429	0.000000	0.000000	0.057143
1518_4	0.368421	0.000000	0.000000	0.074074
1518_5	0.200000	0.000000	0.000000	0.068966
1518_6	0.181818	0.000000	0.000000	0.054054
1518_7	0.625000			
1518_8	0.700000		0.000000	0.117647
1518_9	0.500000			
1518_10	0.583333			
1519_2	0.259259			
1519_3	0.416667	0.000000	0.000000	0.133333
1519_4	0.777778		0.000000	0.000000
1519_5	0.700000	0.000000	0.000000	0.000000
1519_6	0.714286			
1519_7	0.100000			
1519_8	0.555556		0.000000	0.066667
1519_9	0.666667	0.000000	0.000000	0.083333
1519_10	0.500000		0.000000	0.285714
1519_11	0.666667		0.000000	0.000000
1520_2	1.000000		0.000000	0.615385
1520_3	1.000000			
1520_4	1.000000	1.000000	0.000000	0.097561
1520_5	1.000000			
1520_6	1.000000		0.000000	0.166667
1520_7	1.000000		0.000000	0.533333
1520_8	1.000000		0.000000	0.303030
1521_2	0.666667		0.000000	0.470588
1521_3	0.833333			
1521_4	0.800000	0.000000	0.000000	0.350000
1522_2	0.500000	0.000000	0.000000	0.000000
1522_3	0.250000			
1522_4	0.857143			
1522_5	0.666667			
1522_6	0.625000			
1522_7	0.428571			
1522_8	0.500000			
1522_9	0.500000			
1523_2	0.571429	0.000000	0.000000	0.080000
1523_3	0.500000			
1523_4	0.714286	0.000000	0.000000	0.066667
1523_5	0.666667		0.000000	0.000000
1523_6	0.666667			
1523_7	0.666667		0.000000	0.000000
1524_2	0.500000			
1524_3	0.500000		0.000000	0.000000
1524_4	0.666667			
1524_5	0.571429		0.000000	0.052632
1524_6	0.416667			
1524_7	0.625000			
1524_8	0.333333			
1524_9	0.555556		0.000000	0.137931
1525_2	0.500000	0.000000	0.000000	0.086957
1525_3	0.909091		0.000000	0.105263
1525_4	0.666667			
1525_5	0.923077			
1525_6	0.846154	1.000000	0.000000	0.064516
1525_7	0.777778	0.100000	0.000000	0.250000
1525_8	0.666667	0.000000	0.000000	0.166667
1525_9	0.800000		0.000000	0.060606
1525_10	0.909091	0.100000	0.000000	0.045455
1525_11	0.909091			
1526_2	0.800000		0.000000	0.470588
1526_3	0.470588		0.000000	0.000000
1526_4	0.727273		0.000000	0.108108
1526_5	0.666667	1.000000	0.000000	0.631579
1526_6	0.727273		0.000000	0.444444
1526_7	0.769231			
1526_8	0.636364		0.000000	0.000000
1527_2	0.470588	0.000000	0.000000	0.222222
1527_3	0.583333			
1527_4	0.800000	0.000000	0.000000	0.086957
1527_5	0.714286	0.000000	0.000000	0.266667
1527_6	0.526316	0.000000	0.000000	0.068966
1527_7	0.900000		0.000000	0.133333
1527_8	0.714286			
1528_2	0.714286			
1528_3	0.692308	1.000000	0.000000	0.511628
1528_4	0.777778			
1528_5	1.000000	1.000000	0.000000	0.585366
1529_2	0.777778		0.000000	0.482759
1529_3	0.625000			
1529_4	0.500000			
1529_5	0.750000		0.000000	0.186047
1529_6	0.714286		0.000000	0.000000
1529_7	0.714286		0.000000	0.076923
1529_8	0.500000			
1529_9	0.000000	0.000000	0.000000	0.000000
1530_2	0.400000	0.500000	0.000000	0.046512
1530_3	0.200000	1.000000	0.000000	0.250000
1530_4	0.500000	1.000000	0.000000	0.148148
1530_5	0.857143	0.000000	0.000000	0.325581
1530_6	0.533333	0.250000	0.000000	0.210526
1530_7	0.833333	0.500000	0.000000	0.097561
1531_2	0.333333	0.000000	0.000000	0.000000
1531_3	0.750000			
1531_4	0.250000		0.000000	0.000000
1531_5	0.500000			
1531_6	0.600000		0.000000	0.000000
1531_7	0.214286		0.000000	0.000000
1532_2	1.000000	1.000000	1.000000	1.000000
1532_3	1.000000		1.000000	1.000000
1532_4	1.000000		0.000000	0.428571
1532_5	0.700000	1.000000	0.000000	0.270270
1533_2	0.444444	0.000000	0.000000	0.000000
1533_3	0.500000	0.000000	0.000000	0.000000
1533_4	0.375000			
1533_5	0.750000			
1533_6	1.000000			
1533_7	0.500000	0.000000	0.000000	0.000000
1533_8	0.777778	0.000000	0.000000	0.000000
1533_9	0.400000		0.000000	0.117647
1534_2	0.777778	0.111111	0.000000	0.162162
1534_3	0.777778		0.000000	0.080000
1534_4	0.700000	0.000000	0.000000	0.000000
1534_5	0.818182	0.000000	0.000000	0.175439
1534_6	0.666667			
1534_7	0.714286			
1535_2	1.000000	0.000000	0.000000	0.000000
1535_3	0.923077		0.000000	0.187500
1535_4	1.000000		0.000000	0.133333
1535_5	1.000000	0.000000	0.000000	0.000000
1536_2	1.000000	1.000000	1.000000	1.000000
1536_3	0.769231	0.000000	0.000000	0.000000
1536_4	1.000000	0.500000	0.000000	0.956522
1536_5	1.000000		0.000000	0.000000
1536_6	1.000000		0.000000	0.000000
1536_7	1.000000		0.000000	0.090909
1537_2	1.000000		0.000000	0.000000
1537_3	0.400000	0.000000	0.000000	0.000000
1537_4	0.666667		0.000000	0.121212
1538_2	0.500000	0.000000	0.000000	0.000000
1538_3	0.600000		0.000000	0.000000
1538_4	0.714286	0.000000	0.000000	0.000000
1538_5	0.500000	0.000000	0.000000	0.000000
1538_6	0.750000	0.000000	0.000000	0.142857
1538_7	0.857143		0.000000	0.000000
1539_2	0.444444	0.000000	0.000000	0.137931
1539_3	0.500000	0.000000	0.000000	0.048780
1539_4	0.666667		0.000000	0.000000
1539_5	1.000000		0.000000	0.085106
1539_6	0.600000	0.000000	0.000000	0.000000
1539_7	0.714286	0.000000	0.000000	0.000000
1540_2	1.000000		0.000000	0.000000
1540_3	1.000000	0.000000	0.000000	0.000000
1540_4	1.000000		0.000000	0.000000
1540_5	1.000000		0.000000	0.064516
1541_2	1.000000		0.000000	0.500000
1541_3	0.833333		0.000000	0.000000
1541_4	0.833333		0.000000	0.235294
1542_2	0.350000	0.000000	0.000000	0.000000
1542_3	0.666667	0.000000	0.000000	0.153846
1542_4	1.000000		0.000000	0.000000
1542_5	0.666667		0.000000	0.000000
1542_6	0.800000		0.000000	0.000000
1543_2	0.666667		0.000000	0.266667
1543_3	0.714286	0.000000	0.000000	0.000000
1543_4	0.625000	0.000000	0.000000	0.000000
1543_5	0.800000	0.000000	0.000000	0.130435
1543_6	0.727273	0.000000	0.000000	0.148148
1543_7	0.714286	0.000000	0.000000	0.000000
1543_8	0.714286		0.000000	0.240000
1543_9	0.777778	0.000000	0.000000	0.000000
1544_2	0.833333	0.000000	0.000000	0.055556
1544_3	0.857143	0.000000	0.000000	0.111111
1544_4	0.666667	0.000000	0.000000	0.000000
1544_5	0.666667	0.000000	0.000000	0.000000
1544_6	1.000000		0.000000	0.071429
1544_7	0.666667	0.000000	0.000000	0.000000
1544_8	1.000000		0.000000	0.074074
1545_2	0.666667		0.000000	0.000000
1545_3	0.714286		0.000000	0.080000
1545_4	0.714286		0.000000	0.148148
1545_5	0.600000	0.000000	0.000000	0.137931
1545_6	1.000000		0.000000	0.000000
1545_7	0.666667		0.000000	0.095238
1545_8	0.750000		0.000000	0.107143
1546_2	0.800000	0.000000	0.000000	0.064516
1546_3	0.714286	0.000000	0.000000	0.000000
1546_4	0.750000		0.000000	0.000000
1546_5	0.750000	0.000000	0.000000	0.090909
1546_6	0.714286		0.000000	0.000000
1546_7	0.800000	0.000000	0.000000	0.000000
1546_8	0.777778		0.000000	0.000000
1546_9	0.700000	0.000000	0.000000	0.000000
1546_10	0.636364		0.000000	0.196078
1547_2	1.000000	0.100000	0.000000	0.000000
1547_3	0.526316	0.000000	0.000000	0.212766
1547_4	0.846154	0.100000	0.000000	0.176471
1547_5	0.857143			
1548_2	0.846154	0.500000	0.000000	0.410256
1548_3	0.750000		0.000000	0.375000
1548_4	0.631579			
1549_2	1.000000			
1549_3	1.000000			
1549_4	1.000000	1.000000	1.000000	1.000000
1549_5	1.000000			
1549_6	0.900000	1.000000	0.000000	0.652174
1549_7	0.444444	0.000000	0.000000	0.115385
1549_8	0.750000	0.166667	0.000000	0.111111
1550_2	0.277778	0.000000	0.000000	0.114286
1550_3	0.350000		0.000000	0.315789
1550_4	0.304348		0.000000	0.100000
1550_5	0.368421	0.000000	0.000000	0.375000
1550_6	0.380952	0.000000	0.000000	0.114286
1550_7	0.545455	0.000000	0.000000	0.066667
1551_2	0.750000	0.000000	0.000000	0.102564
1551_3	0.700000		0.000000	0.212766
1551_4	0.666667		0.000000	0.100000
1552_2	0.727273	0.500000	0.000000	0.157895
1552_3	0.526316	0.000000	0.000000	0.240000
1552_4	0.700000	1.000000	0.000000	0.723404
1552_5	0.583333	1.000000	0.000000	0.054054
1552_6	0.560000			
1552_7	0.571429	0.000000	0.000000	0.294118
1552_8	0.714286	0.000000	0.000000	0.200000
1552_9	0.611111	0.000000	0.000000	0.000000
1553_2	0.272727	0.000000	0.000000	0.000000
1553_3	0.500000	0.000000	0.000000	0.000000
1553_4	0.533333			
1554_2	0.312500	0.000000	0.000000	0.000000
1554_3	0.363636	0.000000	0.000000	0.150943
1554_4	0.500000		0.000000	0.055556
1554_5	0.416667			
1554_6	0.818182	0.000000	0.000000	0.051282
1555_2	0.833333		0.000000	0.080000
1555_3	0.833333	0.000000	0.000000	0.181818
1555_4	0.750000		0.000000	0.222222
1555_5	0.750000		0.000000	0.114286
1555_6	0.600000	0.000000	0.000000	0.071429
1556_2	0.333333	0.000000	0.000000	0.258065
1556_3	0.727273	0.000000	0.000000	0.277778
1556_4	0.909091	0.000000	0.000000	0.150000
1557_2	0.666667	0.000000	0.000000	0.127660
1557_3	0.333333	0.000000	0.000000	0.105263
1557_4	0.454545	0.000000	0.000000	0.000000
1557_5	0.666667	0.000000	0.000000	0.193548
1558_2	0.833333		0.000000	0.114286
1558_3	0.769231		0.000000	0.269231
1558_4	0.750000		0.000000	0.117647
1558_5	0.875000		0.000000	0.060606
1558_6	0.875000		0.000000	0.216216
1559_2	0.454545			
1559_3	0.500000			
1559_4	0.600000		0.000000	0.148148
1559_5	0.375000		0.000000	0.111111
1559_6	0.600000			
1559_7	0.600000		0.000000	0.160000
1559_8	0.230769	0.000000	0.000000	0.166667
1560_2	0.571429			
1560_3	0.900000	0.000000	0.000000	0.235294
1560_4	1.000000		0.000000	0.117647
1561_2	0.666667	0.000000	0.000000	0.222222
1561_3	0.545455		0.000000	0.270270
1561_4	0.266667			
1561_5	0.500000	0.000000	0.000000	0.200000
1561_6	0.416667	0.000000	0.000000	0.146341
1561_7	0.375000	0.000000	0.000000	0.416667
1561_8	0.428571			
1561_9	0.571429		0.000000	0.055556
1561_10	0.444444		0.000000	0.117647
1562_2	0.700000	0.000000	0.000000	0.000000
1562_3	0.600000	0.200000	0.000000	0.521739
1562_4	1.000000	0.333333	0.000000	0.628571
1562_5	0.750000			
1563_2	0.714286	0.000000	0.000000	0.000000
1563_3	0.833333			
1563_4	0.875000			
1563_5	0.666667	0.000000	0.000000	0.000000
1563_6	0.666667			
1564_2	1.000000		0.000000	0.272727
1564_3	1.000000		0.000000	0.193548
1564_4	0.733333			
1564_5	0.444444	0.000000	0.000000	0.045455
1564_6	1.000000			
1564_7	0.800000		0.000000	0.272727
1564_8	0.800000		0.000000	0.560000
1565_2	0.900000	0.000000	0.000000	0.307692
1565_3	0.857143	0.000000	0.000000	0.166667
1565_4	0.888889	0.000000	0.000000	0.285714
1565_5	0.615385		0.000000	0.000000
1565_6	0.888889	0.000000	0.000000	0.108108
1566_2	0.666667			
1566_3	0.636364			
1566_4	0.700000	0.000000	0.000000	0.058824
1567_2	0.888889	1.000000	0.000000	0.263158
1567_3	0.900000		0.000000	0.428571
1567_4	0.526316		0.000000	0.208333
1567_5	0.615385			
1567_6	0.571429	0.500000	0.000000	0.200000
1567_7	0.538462	0.500000	0.000000	0.235294
1567_8	0.147059		0.000000	0.216216
1567_9	0.714286	0.000000	0.000000	0.000000
1568_2	0.555556	1.000000	0.000000	0.179104
1568_3	0.857143		0.000000	0.000000
1568_4	0.250000	0.000000	0.000000	0.000000
1568_5	0.481481			
1568_6	0.250000	0.000000	0.000000	0.090909
1568_7	0.833333	0.000000	0.000000	0.000000
1569_2	0.615385	0.000000	0.000000	0.000000
1569_3	0.375000	0.000000	0.000000	0.000000
1569_4	0.461538			
1569_5	0.550000	0.000000	0.000000	0.038462
1569_6	0.700000			
1569_7	0.545455			
1570_2	0.833333	0.000000	0.000000	0.000000
1570_3	0.583333			
1570_4	0.687500			
1570_5	0.500000	0.000000	0.000000	0.000000
1570_6	0.411765			
1570_7	0.545455		0.000000	0.000000
1570_8	0.800000			
1571_2	0.470588	0.100000	0.000000	0.133333
1571_3	0.571429	0.000000	0.000000	0.210526
1571_4	0.333333		0.000000	0.153846
1571_5	0.526316			
1571_6	0.600000			
1572_2	0.333333			
1572_3	0.777778		0.000000	0.000000
1572_4	0.750000		0.000000	0.100000
1572_5	0.545455			
1573_2	0.500000	0.500000	0.000000	0.928571
1573_3	0.454545		0.000000	0.127660
1573_4	0.538462	0.000000	0.000000	0.200000
1573_5	0.500000	0.000000	0.000000	0.088889
1573_6	0.625000		0.000000	0.160000
1573_7	0.523810	0.000000	0.000000	0.097561
1573_8	0.571429	0.000000	0.000000	0.062500
1573_9	0.500000			
1574_2	0.700000	0.000000	0.000000	0.000000
1574_3	0.222222			
1574_4	0.500000			
1574_5	0.545455	0.000000	0.000000	0.000000
1574_6	0.750000		0.000000	0.127660
1574_7	0.750000		0.000000	0.039216
1574_8	0.400000			
1575_2	1.000000		0.000000	0.439024
1575_3	1.000000		0.000000	0.585366
1575_4	0.727273		0.000000	0.606061
1575_5	0.555556		0.000000	0.217391
1575_6	0.833333	0.000000	0.000000	0.000000
1575_7	0.714286		0.000000	0.157895
1575_8	0.750000		0.000000	0.071429
1576_2	0.727273	0.000000	0.000000	0.090909
1576_3	0.666667			
1576_4	0.642857	0.000000	0.000000	0.054054
1576_5	0.466667	0.000000	0.000000	0.121212
1576_6	0.700000	0.000000	0.000000	0.095238
1576_7	0.700000		0.000000	0.105263
1576_8	0.466667		0.000000	0.125000
1576_9	1.000000	0.000000	0.000000	0.588235
1577_2	0.909091		0.000000	0.756757
1577_3	0.818182			
1577_4	0.642857	1.000000	0.000000	0.272727
1577_5	1.000000	0.000000	0.000000	0.228571
1577_6	1.000000	1.000000	1.000000	1.000000
1577_7	1.000000	1.000000	0.000000	0.272727
1578_2	1.000000		0.000000	0.266667
1578_3	0.888889		0.000000	0.095238
1578_4	0.800000		0.000000	0.170213
1578_5	0.800000		0.000000	0.095238
1578_6	0.800000		0.000000	0.135593
1579_2	0.571429		0.000000	0.157895
1579_3	0.700000		0.000000	0.153846
1579_4	0.615385	0.000000	0.000000	0.037037
1580_2	0.666667		0.000000	0.000000
1580_3	0.800000		0.000000	0.352941
1580_4	0.833333		0.000000	0.000000
1580_5	0.833333		0.000000	0.108108
1580_6	0.666667		0.000000	0.166667
1581_2	0.666667		0.000000	0.083333
1581_3	0.500000		0.000000	0.100000
1581_4	0.500000	0.000000	0.000000	0.148148
1581_5	0.500000		0.000000	0.100000
1581_6	0.600000		0.000000	0.190476
1581_7	0.571429		0.000000	0.228571
1581_8	0.714286		0.000000	0.133333
1581_9	0.636364		0.000000	0.052632
1582_2	0.777778			
1582_3	0.777778		0.000000	0.000000
1582_4	0.200000	0.000000	0.000000	0.000000
1582_5	0.777778	0.000000	0.000000	0.000000
1582_6	0.714286	0.000000	0.000000	0.000000
1582_7	0.647059			
1583_2	0.818182		0.000000	0.000000
1583_3	0.333333		0.000000	0.333333
1583_4	0.909091		0.000000	0.363636
1583_5	0.750000		0.000000	0.206897
1583_6	0.769231		0.000000	0.250000
1583_7	0.923077		0.000000	0.137931
1584_2	0.666667		0.000000	0.000000
1584_3	0.300000		0.000000	0.000000
1584_4	0.714286	0.100000	0.000000	0.000000
1585_2	0.625000	0.000000	0.000000	0.000000
1585_3	0.777778	0.000000	0.000000	0.171429
1585_4	0.714286		0.000000	0.076923
1585_5	0.800000		0.000000	0.105263
1585_6	0.857143	0.000000	0.000000	0.296296
1585_7	0.714286	0.000000	0.000000	0.000000
1585_8	0.777778		0.000000	0.000000
1586_2	0.571429	0.000000	0.000000	0.235294
1586_3	0.600000		0.000000	0.051282
1586_4	0.636364	0.000000	0.000000	0.111111
1586_5	0.600000	0.000000	0.000000	0.160000
1587_2	0.461538		0.000000	0.193548
1587_3	0.600000		0.000000	0.416667
1587_4	0.437500	0.000000	0.000000	0.048780
1587_5	0.250000	0.000000	0.000000	0.074074
1588_2	0.545455	0.125000	0.000000	0.000000
1588_3	0.714286		0.000000	0.114286
1588_4	0.916667	0.500000	0.000000	0.157895
1588_5	0.583333	0.000000	0.000000	0.388889
1588_6	0.384615		0.000000	0.111111
1589_2	0.750000	0.000000	0.000000	0.137931
1589_3	0.375000	0.000000	0.000000	0.133333
1589_4	0.500000		0.000000	0.000000
1589_5	0.600000		0.000000	0.068966
1589_6	0.428571	0.000000	0.000000	0.227273
1589_7	0.428571	0.000000	0.000000	0.117647
1590_2	0.600000			
1590_3	0.750000	0.000000	0.000000	0.000000
1590_4	0.714286		0.000000	0.000000
1590_5	0.750000	0.000000	0.000000	0.000000
1591_2	0.583333	0.000000	0.000000	0.000000
1591_3	0.500000		0.000000	0.054054
1591_4	0.666667		0.000000	0.000000
1592_2	0.444444		0.000000	0.000000
1592_3	0.666667		0.000000	0.000000
1592_4	0.647059		0.000000	0.047619
1592_5	0.350000	0.000000	0.000000	0.115385
1592_6	0.625000		0.000000	0.166667
1592_7	0.384615		0.000000	0.060606
1593_2	1.000000	0.000000	0.000000	0.428571
1593_3	1.000000	0.333333	0.000000	0.100000
1593_4	1.000000	1.000000	0.000000	0.782609
1594_2	0.857143			
1594_3	0.866667		0.000000	0.377358
1594_4	1.000000	0.142857	0.000000	0.266667
1595_2	1.000000	0.333333	0.000000	0.214286
1595_3	0.800000	1.000000	0.000000	0.114286
1595_4	0.750000	1.000000	0.000000	0.896552
1595_5	0.450000	1.000000	0.000000	0.264151
1595_6	1.000000		0.000000	0.450000
1595_7	0.846154		0.000000	0.571429
1595_8	0.818182		0.000000	0.375000
1595_9	1.000000	0.166667	0.000000	0.186047
1595_10	0.400000		0.000000	0.206897
1595_11	0.615385		0.000000	0.173913
1596_2	0.769231			
1596_3	0.545455		0.000000	0.300000
1596_4	0.700000			
1597_2	1.000000		0.000000	0.333333
1597_3	1.000000		0.000000	0.000000
1597_4	1.000000		0.000000	0.230769
1597_5	1.000000		0.000000	0.166667
