turnid	ROUGE1-R	MRR	Exact match	F1	ROUGEL-F1
1601_4	0.833333		0.000000	0.000000	0.000000
1601_5	0.700000		0.000000	0.000000	0.000000
1601_6	0.666667		0.000000	0.000000	0.105263
1602_2	0.500000		0.000000	0.000000	0.000000
1602_3	0.500000		0.000000	0.000000	0.105263
1602_4	0.300000		0.000000	0.153846	0.127660
1602_5	0.363636		0.000000	0.100000	0.071429
1602_6	0.666667		0.000000	0.000000	0.032787
1602_7	0.666667		0.000000	0.000000	0.086957
1603_2	0.800000		0.000000	0.000000	0.000000
1603_3	0.833333				
1603_4	0.857143		0.000000	0.518519	0.370370
1603_5	0.600000	0.000000	0.000000	0.058824	0.058824
1603_6	0.750000				
1604_2	0.555556	0.000000	0.000000	0.000000	0.000000
1604_3	0.555556	0.000000	0.000000	0.066667	0.062500
1604_4	0.571429	0.000000	0.000000	0.062500	0.111111
1604_5	0.307692	0.000000	0.000000	0.000000	0.000000
1604_6	0.625000	0.000000	0.000000	0.071429	0.068966
1604_7	0.444444	0.000000	0.000000	0.125000	0.157895
1604_8	0.375000		0.000000	0.272727	0.260870
1604_9	0.571429				
1604_10	0.571429	0.000000	0.000000	0.000000	0.080000
1605_2	0.750000	0.000000	0.000000	0.102564	0.208333
1605_3	0.714286	0.000000	0.000000	0.108108	0.136364
1605_4	0.625000		0.000000	0.000000	0.000000
1605_5	0.363636		0.000000	0.000000	0.062500
1605_6	0.600000	0.000000	0.000000	0.071429	0.064516
1605_7	0.600000	0.000000	0.000000	0.200000	0.173913
1605_8	0.500000		0.000000	0.171429	0.157895
1605_9	0.500000	0.000000	0.000000	0.421053	0.421053
1606_2	0.700000	0.100000	0.000000	0.000000	0.000000
1606_3	0.500000	0.333333	0.000000	0.137931	0.133333
1606_4	1.000000				
1606_5	1.000000		0.000000	0.125000	0.111111
1606_6	0.526316		0.000000	0.054054	0.048780
1607_2	0.272727		0.000000	0.000000	0.000000
1607_3	0.285714		0.000000	0.355556	0.307692
1607_4	0.750000		0.000000	0.206897	0.263158
1607_5	0.555556		0.000000	0.166667	0.206897
1607_6	0.521739		0.000000	0.160000	0.109091
1607_7	0.176471	0.000000	0.000000	0.000000	0.000000
1607_8	1.000000		0.000000	0.050000	0.086957
1607_9	0.454545		0.000000	0.000000	0.000000
1608_2	1.000000	0.000000	0.000000	0.564103	0.577778
1608_3	0.928571		0.000000	0.060606	0.055556
1608_4	0.583333		0.000000	0.266667	0.210526
1608_5	0.454545		0.000000	0.074074	0.062500
1608_6	0.466667		0.000000	0.000000	0.125000
1608_7	0.909091		0.000000	0.054054	0.136364
1608_8	0.642857	0.000000	0.000000	0.057143	0.097561
1609_2	0.750000				
1609_3	0.625000		0.000000	0.938776	0.923077
1609_4	0.571429	0.000000	0.000000	0.054054	0.136364
1609_5	0.571429	0.000000	0.000000	0.171429	0.150000
1610_2	0.714286		0.000000	0.160000	0.153846
1610_3	0.625000		0.000000	0.095238	0.086957
1610_4	0.750000	0.000000	0.000000	0.000000	0.000000
1610_5	0.611111	0.000000	0.000000	0.064516	0.062500
1611_2	0.714286	0.000000	0.000000	0.066667	0.121212
1611_3	0.600000	0.000000	0.000000	0.000000	0.000000
1611_4	0.625000	0.000000	0.000000	0.130435	0.117647
1611_5	0.583333	0.000000	0.000000	0.166667	0.266667
1611_6	0.700000		0.000000	0.200000	0.235294
1612_2	0.444444	0.000000	0.000000	0.000000	0.064516
1612_3	0.800000	0.000000	0.000000	0.000000	0.000000
1612_4	0.259259	0.000000	0.000000	0.222222	0.177778
1612_5	0.363636		0.000000	0.054054	0.048780
1612_6	0.555556		0.000000	0.000000	0.000000
1613_2	0.315789	0.000000	0.000000	0.036364	0.065574
1613_3	0.454545	0.000000	0.000000	0.000000	0.000000
1613_4	0.666667		0.000000	0.071429	0.060606
1613_5	0.600000	0.000000	0.000000	0.133333	0.122449
1613_6	0.625000	0.000000	0.000000	0.000000	0.000000
1613_7	0.545455	0.000000	0.000000	0.108108	0.097561
1613_8	0.257143		0.000000	0.000000	0.000000
1614_2	0.714286	0.000000	0.000000	0.153846	0.250000
1614_3	0.625000	0.000000	0.000000	0.050000	0.045455
1614_4	0.625000	0.000000	0.000000	0.190476	0.083333
1614_5	0.571429		0.000000	0.222222	0.195122
1614_6	0.666667		0.000000	0.095238	0.086957
1614_7	0.625000		0.000000	0.157895	0.177778
1615_2	0.363636		0.000000	0.117647	0.105263
1615_3	0.400000	0.000000	0.000000	0.000000	0.000000
1615_4	0.307692	0.000000	0.000000	0.133333	0.176471
1615_5	0.185185		0.000000	0.100000	0.090909
1615_6	0.538462		0.000000	0.055556	0.102564
1615_7	0.500000		0.000000	0.000000	0.000000
1616_2	0.916667	0.000000	0.000000	0.000000	0.000000
1616_3	0.900000	0.000000	0.000000	0.428571	0.360656
1616_4	0.900000		0.000000	0.333333	0.285714
1617_2	0.200000	0.000000	0.000000	0.111111	0.150000
1617_3	0.259259		0.000000	0.190476	0.250000
1617_4	0.428571	0.000000	0.000000	0.200000	0.270270
1618_2	0.846154	0.000000	0.000000	0.148148	0.285714
1618_3	0.777778		0.000000	0.083333	0.133333
1618_4	0.818182		0.000000	0.000000	0.153846
1618_5	0.750000	1.000000	0.000000	0.666667	0.708333
1618_6	0.750000				
1618_7	0.750000		0.000000	0.000000	0.048780
1618_8	0.625000	0.000000	0.000000	0.097561	0.226415
1618_9	0.750000				
1618_10	0.444444		0.000000	0.074074	0.125000
1619_2	0.750000		0.000000	0.066667	0.088235
1619_3	0.700000	0.000000	0.000000	0.190476	0.217391
1619_4	0.500000	0.500000	0.000000	0.114286	0.050000
1619_5	0.600000		0.000000	0.122449	0.145455
1619_6	0.454545	0.000000	0.000000	0.095238	0.117647
1619_7	0.545455	0.000000	0.000000	0.111111	0.100000
1620_2	0.555556		0.000000	0.300000	0.300000
1620_3	0.600000		0.000000	0.125000	0.125000
1620_4	0.714286		0.000000	0.137931	0.187500
1620_5	0.600000	0.000000	0.000000	0.157895	0.153846
1620_6	0.600000		0.000000	0.055556	0.051282
1620_7	0.818182	0.000000	0.000000	0.000000	0.071429
1620_8	0.500000	0.000000	0.000000	0.048780	0.160000
1620_9	0.416667	0.000000	0.000000	0.000000	0.000000
1620_10	0.750000		0.000000	0.000000	0.000000
1620_11	0.285714	0.000000	0.000000	0.000000	0.000000
1620_12	0.333333	0.000000	0.000000	0.000000	0.000000
1621_2	0.666667		0.000000	0.000000	0.176471
1621_3	0.666667		0.000000	0.461538	0.533333
1621_4	0.750000		0.000000	0.000000	0.055556
1621_5	0.600000		0.000000	0.000000	0.000000
1621_6	0.600000		0.000000	0.074074	0.062500
1621_7	0.500000		0.000000	0.117647	0.100000
1621_8	0.714286				
1622_2	0.764706	0.000000	0.000000	0.055556	0.100000
1622_3	0.875000	0.000000	0.000000	0.000000	0.000000
1622_4	0.625000		0.000000	0.235294	0.277778
1622_5	0.875000	0.000000	0.000000	0.342857	0.250000
1622_6	0.714286		0.000000	0.000000	0.080000
1622_7	0.500000		0.000000	0.000000	0.000000
1622_8	0.800000		0.000000	0.000000	0.000000
1622_9	0.333333	0.000000	0.000000	0.093023	0.120000
1623_2	1.000000		0.000000	0.230769	0.266667
1623_3	1.000000		0.000000	0.823529	0.777778
1623_4	1.000000		0.000000	0.125000	0.175439
1623_5	0.900000	0.000000	0.000000	0.342857	0.292683
1623_6	0.846154		0.000000	0.255319	0.235294
1624_2	0.692308		0.000000	0.322581	0.294118
1624_3	0.571429		0.000000	0.533333	0.555556
1624_4	0.466667				
1624_5	0.727273		0.000000	0.036364	0.100000
1624_6	0.615385	0.200000	0.000000	0.000000	0.000000
1624_7	0.909091		0.000000	0.232558	0.173913
1624_8	0.833333				
1625_2	0.538462		0.000000	0.150000	0.139535
1625_3	0.428571		0.000000	0.222222	0.125000
1625_4	0.666667				
1625_5	1.000000		0.000000	0.142857	0.242424
1625_6	0.666667		0.000000	0.040000	0.070175
1625_7	0.611111		0.000000	0.097561	0.093023
1625_8	0.466667		0.000000	0.000000	0.000000
1626_2	0.666667	0.000000	0.000000	0.000000	0.000000
1626_3	0.625000	0.000000	0.000000	0.200000	0.260870
1626_4	0.400000		0.000000	0.117647	0.285714
1626_5	0.666667	0.000000	0.000000	0.095238	0.222222
1626_6	0.666667	0.000000	0.000000	0.052632	0.136364
1626_7	0.500000		0.000000	0.068966	0.058824
1626_8	0.700000	0.000000	0.000000	0.000000	0.000000
1626_9	0.444444				
1626_10	0.555556				
1627_2	0.500000		0.000000	0.000000	0.054054
1627_3	0.375000		0.000000	0.130435	0.188679
1627_4	0.545455	0.000000	0.000000	0.320000	0.357143
1627_5	0.625000		0.000000	0.000000	0.000000
1627_6	0.416667	0.000000	0.000000	0.000000	0.090909
1628_2	0.384615		0.000000	0.961538	0.967742
1628_3	0.833333		0.000000	0.153846	0.169492
1628_4	0.466667	0.500000	0.000000	0.085106	0.040816
1628_5	0.333333		0.000000	0.064516	0.055556
1628_6	0.333333		0.000000	0.000000	0.000000
1628_7	0.466667				
1628_8	0.588235				
1629_2	0.312500	0.000000	0.000000	0.083333	0.068966
1629_3	0.437500	0.000000	0.000000	0.000000	0.060606
1629_4	0.700000		0.000000	0.108108	0.095238
1629_5	0.571429	0.000000	0.000000	0.064516	0.166667
1629_6	0.714286	0.000000	0.000000	0.047619	0.083333
1630_2	1.000000	0.000000	0.000000	0.400000	0.333333
1630_3	0.750000		0.000000	0.093023	0.125000
1630_4	0.666667		0.000000	0.000000	0.000000
1630_5	0.083333		0.000000	0.000000	0.148148
1630_6	0.642857		0.000000	0.176471	0.210526
1630_7	0.454545		0.000000	0.285714	0.260870
1630_8	1.000000		0.000000	0.186047	0.166667
1631_2	1.000000		0.000000	0.222222	0.153846
1631_3	0.833333	0.500000	0.000000	0.275862	0.228571
1631_4	0.833333	0.000000	0.000000	0.111111	0.260870
1631_5	1.000000		0.000000	0.108108	0.095238
1631_6	0.428571	0.000000	0.000000	0.193548	0.171429
1631_7	1.000000	0.500000	0.000000	0.689655	0.736842
1631_8	1.000000	1.000000	0.000000	0.818182	0.816327
1631_9	1.000000				
1632_2	0.615385		0.000000	0.121212	0.153846
1632_3	0.636364		0.000000	0.000000	0.000000
1632_4	0.857143		0.000000	0.000000	0.192308
1632_5	0.642857	0.000000	0.000000	0.000000	0.000000
1632_6	0.857143	0.000000	0.000000	0.205128	0.222222
1632_7	0.750000		0.000000	0.045455	0.115385
1633_2	0.583333	0.000000	0.000000	0.000000	0.000000
1633_3	0.555556		0.000000	0.000000	0.000000
1633_4	0.700000				
1633_5	0.647059		0.000000	0.050000	0.086957
1633_6	0.857143		0.000000	0.000000	0.100000
1633_7	0.818182		0.000000	0.109091	0.158730
1633_8	0.578947		0.000000	0.083333	0.206897
1634_2	0.714286		0.000000	0.250000	0.296296
1634_3	0.714286		0.000000	0.235294	0.305085
1634_4	0.833333		0.000000	0.303030	0.315789
1634_5	1.000000	0.250000	0.000000	0.428571	0.375000
1634_6	1.000000		0.000000	0.333333	0.214286
1634_7	0.818182		0.000000	0.205128	0.238095
1634_8	0.777778	0.000000	0.000000	0.000000	0.000000
1634_9	1.000000	0.000000	0.000000	0.064516	0.111111
1635_2	0.666667	0.000000	0.000000	0.196078	0.142857
1635_3	0.600000		0.000000	0.125000	0.117647
1635_4	0.666667	0.000000	0.000000	0.000000	0.000000
1635_5	0.545455	0.000000	0.000000	0.044444	0.076923
1636_2	0.500000				
1636_3	0.750000		0.000000	0.114286	0.102564
1636_4	0.750000	0.000000	0.000000	0.055556	0.090909
1636_5	0.150000	0.000000	0.000000	0.160000	0.142857
1636_6	0.300000		0.000000	0.000000	0.000000
1636_7	0.666667	0.000000	0.000000	0.114286	0.108108
1636_8	0.421053		0.000000	0.108108	0.186047
1636_9	0.380952		0.000000	0.060606	0.054054
1637_2	1.000000	0.500000	1.000000	1.000000	1.000000
1637_3	1.000000	0.500000	0.000000	0.666667	0.666667
1637_4	0.625000	1.000000	0.000000	0.666667	0.701754
1637_5	0.428571	1.000000	0.000000	0.852459	0.835821
1637_6	1.000000		0.000000	0.837209	0.851064
1637_7	0.695652	1.000000	0.000000	0.603774	0.548387
1637_8	0.437500		0.000000	0.214286	0.200000
1637_9	0.407407		0.000000	0.290909	0.229508
1637_10	0.545455				
1638_2	0.333333	0.000000	0.000000	0.055556	0.093023
1638_3	0.357143	0.000000	0.000000	0.000000	0.000000
1638_4	0.176471		0.000000	0.133333	0.178571
1638_5	0.666667				
1638_6	0.666667		0.000000	0.000000	0.045455
1638_7	0.636364		0.000000	0.088889	0.160000
1638_8	0.363636	0.000000	0.000000	0.066667	0.057143
1639_2	0.294118	0.000000	0.000000	0.000000	0.000000
1639_3	0.750000		0.000000	0.000000	0.000000
1639_4	0.700000		0.000000	0.000000	0.000000
1639_5	0.750000		0.000000	0.181818	0.285714
1639_6	0.611111		0.000000	0.000000	0.000000
1639_7	0.866667		0.000000	0.083333	0.137931
1639_8	0.750000		0.000000	0.045455	0.078431
1640_2	0.571429	0.000000	0.000000	0.088889	0.192308
1640_3	0.777778		0.000000	0.153846	0.133333
1640_4	0.777778	0.000000	0.000000	0.055556	0.139535
1640_5	0.875000	0.000000	0.000000	0.117647	0.111111
1640_6	0.777778	0.000000	0.000000	0.615385	0.620690
1640_7	0.666667	0.000000	0.000000	0.526316	0.536585
1640_8	0.461538		0.000000	0.055556	0.095238
1640_9	0.833333		0.000000	0.133333	0.153846
1640_10	0.888889		0.000000	0.000000	0.000000
1640_11	0.529412	0.000000	0.000000	0.153846	0.136364
1641_2	0.636364	0.000000	0.000000	0.176471	0.210526
1641_3	0.727273		0.000000	0.054054	0.146341
1641_4	0.533333	0.000000	0.000000	0.074074	0.068966
1641_5	0.533333		0.000000	0.055556	0.097561
1641_6	0.700000	0.000000	0.000000	0.046512	0.085106
1641_7	0.538462				
1641_8	0.454545	0.500000	0.000000	0.166667	0.142857
1641_9	0.368421	0.000000	0.000000	0.095238	0.085106
1642_2	0.352941	1.000000	0.000000	0.227273	0.235294
1642_3	0.500000		0.000000	0.000000	0.062500
1642_4	0.520000	0.000000	0.000000	0.186047	0.226415
1642_5	0.450000				
1643_2	0.818182				
1643_3	0.866667	1.000000	0.000000	0.837209	0.885246
1643_4	0.545455	0.500000	0.000000	0.363636	0.333333
1643_5	0.666667		0.000000	0.511628	0.468085
1643_6	0.545455	1.000000	0.000000	0.240000	0.230769
1643_7	0.642857	0.000000	0.000000	0.108108	0.212766
1643_8	0.529412	0.000000	0.000000	0.153846	0.088889
1643_9	0.578947	0.000000	0.000000	0.237288	0.228571
1644_2	0.571429	0.000000	0.000000	0.000000	0.000000
1644_3	0.562500		0.000000	0.357143	0.387097
1644_4	0.777778				
1644_5	0.800000				
1645_2	0.500000		0.000000	0.240000	0.266667
1645_3	0.625000	0.000000	0.000000	0.076923	0.066667
1645_4	0.181818				
1645_5	0.428571				
1645_6	0.666667				
1646_2	0.388889	0.000000	0.000000	0.100000	0.153846
1646_3	0.478261	0.000000	0.000000	0.117647	0.150000
1646_4	0.636364	0.000000	0.000000	0.000000	0.000000
1646_5	0.727273		0.000000	0.064516	0.162162
1647_2	0.500000		0.000000	0.263158	0.170213
1647_3	0.500000				
1647_4	0.500000		0.000000	0.000000	0.000000
1647_5	0.428571	0.000000	0.000000	0.000000	0.000000
1648_2	0.238095	0.000000	0.000000	0.000000	0.000000
1648_3	0.875000	0.000000	0.000000	0.111111	0.086957
1648_4	0.777778	0.000000	0.000000	0.117647	0.190476
1648_5	0.642857		0.000000	0.037037	0.033333
1648_6	0.857143	0.000000	0.000000	0.171429	0.142857
1648_7	0.800000				
1649_2	0.304348	0.000000	0.000000	0.083333	0.142857
1649_3	0.379310	0.000000	0.000000	0.000000	0.000000
1649_4	0.260870	0.000000	0.000000	0.000000	0.000000
1649_5	0.296296	0.000000	0.000000	0.000000	0.000000
1649_6	0.473684	0.000000	0.000000	0.000000	0.000000
1649_7	0.240000				
1649_8	0.269231		0.000000	0.083333	0.074074
1649_9	0.400000	0.000000	0.000000	0.258065	0.242424
1649_10	0.227273	0.000000	0.000000	0.000000	0.080000
1649_11	0.800000				
1650_2	0.777778	1.000000	0.000000	0.666667	0.642857
1650_3	1.000000				
1650_4	0.777778	1.000000	0.000000	0.842105	0.846154
1650_5	0.933333	0.000000	0.000000	0.108108	0.097561
1650_6	1.000000	0.200000	0.000000	0.275862	0.322581
1650_7	0.714286	0.000000	0.000000	0.163265	0.214286
1650_8	0.642857	0.111111	0.000000	0.173913	0.240000
1651_2	0.750000		0.000000	0.851064	0.842105
1651_3	0.352941	1.000000	0.000000	0.312500	0.300000
1651_4	0.257143	0.500000	0.000000	0.666667	0.722222
1651_5	0.555556	0.000000	0.000000	0.111111	0.105263
1651_6	0.615385	0.000000	0.000000	0.000000	0.000000
1652_2	0.666667		0.000000	0.068966	0.058824
1652_3	0.375000	0.000000	0.000000	0.129032	0.108108
1652_4	0.857143	0.000000	0.000000	0.066667	0.117647
1653_2	0.625000				
1653_3	0.666667	0.000000	0.000000	0.000000	0.000000
1653_4	0.700000				
1653_5	0.428571	0.000000	0.000000	0.272727	0.230769
1653_6	0.769231	1.000000	0.000000	0.724138	0.698413
1653_7	0.555556	0.000000	0.000000	0.200000	0.108108
1653_8	0.636364	0.000000	0.000000	0.166667	0.157895
1653_9	0.590909	0.000000	0.000000	0.000000	0.000000
1654_2	0.666667	0.000000	0.000000	0.055556	0.052632
1654_3	0.692308	0.000000	0.000000	0.076923	0.068966
1654_4	0.538462	0.000000	0.000000	0.054054	0.051282
1654_5	0.625000		0.000000	0.054054	0.093023
1654_6	0.777778	0.000000	0.000000	0.000000	0.148148
1654_7	0.583333				
1654_8	0.800000		0.000000	0.153846	0.133333
1654_9	0.800000		0.000000	0.166667	0.146341
1654_10	0.666667		0.000000	0.075472	0.147059
1654_11	0.217391	0.000000	0.000000	0.047619	0.085106
1654_12	0.294118		0.000000	0.000000	0.054054
1655_2	0.529412		0.000000	0.115385	0.129032
1655_3	0.411765		0.000000	0.000000	0.100000
1655_4	0.400000	0.000000	0.000000	0.057143	0.095238
1655_5	0.588235	0.000000	0.000000	0.222222	0.222222
1655_6	0.625000	0.000000	0.000000	0.162162	0.157895
1655_7	0.500000	0.000000	0.000000	0.111111	0.139535
1656_2	0.625000	0.500000	0.000000	0.190476	0.173913
1656_3	1.000000	1.000000	0.000000	0.536585	0.318182
1656_4	0.666667	1.000000	0.000000	0.296296	0.266667
1656_5	1.000000	0.000000	0.000000	0.121212	0.105263
1656_6	0.461538	0.000000	0.000000	0.066667	0.117647
1656_7	0.625000	0.000000	0.000000	0.177778	0.163265
1657_2	0.600000	0.000000	0.000000	0.285714	0.285714
1657_3	0.666667	0.000000	0.000000	0.117647	0.108108
1657_4	0.666667		0.000000	0.000000	0.133333
1657_5	0.714286		0.000000	0.083333	0.068966
1657_6	0.666667	0.000000	0.000000	0.125000	0.153846
1657_7	0.300000	0.000000	0.000000	0.133333	0.121212
1658_2	0.500000		0.000000	0.230769	0.206897
1658_3	0.600000		0.000000	0.133333	0.117647
1658_4	0.750000		0.000000	0.058824	0.108108
1658_5	0.666667		0.000000	0.000000	0.052632
1658_6	0.222222	0.000000	0.000000	0.000000	0.000000
1658_7	0.300000	0.000000	0.000000	0.000000	0.000000
1658_8	0.500000				
1659_2	0.733333				
1659_3	0.687500		0.000000	0.217391	0.264151
1659_4	0.555556	0.333333	0.000000	0.318182	0.208333
1659_5	0.423077				
1659_6	0.666667				
1659_7	0.538462		0.000000	0.240000	0.300000
1660_2	0.222222	0.000000	0.000000	0.125000	0.057143
1660_3	0.444444		0.000000	0.000000	0.000000
1660_4	0.384615				
1660_5	0.555556				
1661_2	0.695652	0.500000	0.000000	0.173913	0.192308
1661_3	0.363636				
1661_4	0.500000	0.000000	0.000000	0.125000	0.166667
1661_5	0.500000	0.000000	0.000000	0.133333	0.162162
1661_6	0.571429		0.000000	0.097561	0.083333
1661_7	0.578947		0.000000	0.142857	0.125000
1661_8	0.250000	0.000000	0.000000	0.186047	0.130435
1661_9	0.875000		0.000000	0.129032	0.111111
1661_10	1.000000		0.000000	0.176471	0.205128
1662_2	1.000000	0.000000	0.000000	0.122449	0.145455
1662_3	0.900000	0.000000	0.000000	0.205128	0.133333
1662_4	0.714286	1.000000	0.000000	0.044444	0.080000
1662_5	0.428571	0.000000	0.000000	0.146341	0.204082
1662_6	1.000000				
1662_7	0.800000		0.000000	0.064516	0.108108
1662_8	0.333333				
1663_2	0.500000		0.000000	0.291667	0.290909
1663_3	0.714286		0.000000	0.000000	0.000000
1663_4	0.363636	0.000000	0.000000	0.060606	0.057143
1663_5	0.800000	0.000000	0.000000	0.068966	0.066667
1663_6	0.625000		0.000000	0.115385	0.193548
1663_7	0.571429	0.000000	0.000000	0.320000	0.222222
1663_8	0.666667		0.000000	0.214286	0.250000
1663_9	0.750000		0.000000	0.137931	0.062500
1663_10	0.300000		0.000000	0.133333	0.083333
1663_11	0.750000		0.000000	0.000000	0.000000
1664_2	0.500000	0.000000	0.000000	0.139535	0.244898
1664_3	0.900000		0.000000	0.258065	0.294118
1664_4	0.857143		0.000000	0.176471	0.205128
1664_5	0.846154	0.000000	0.000000	0.000000	0.000000
1665_2	0.250000		0.000000	0.000000	0.000000
1665_3	0.166667		0.000000	0.080000	0.071429
1665_4	0.250000		0.000000	0.044444	0.078431
1665_5	0.272727		0.000000	0.102564	0.222222
1665_6	0.470588		0.000000	0.161290	0.088235
1665_7	0.600000	0.000000	0.000000	0.139535	0.086957
1665_8	0.333333	0.000000	0.000000	0.100000	0.090909
1666_2	0.750000		0.000000	0.171429	0.162162
1666_3	0.888889		0.000000	0.909091	0.941176
1666_4	0.437500	0.000000	0.000000	0.428571	0.258065
1666_5	0.888889	1.000000	0.000000	0.263158	0.146341
1666_6	0.375000		0.000000	0.127660	0.122449
1666_7	1.000000	0.111111	0.000000	0.153846	0.130435
1667_2	0.875000		0.000000	0.000000	0.000000
1667_3	0.900000		0.000000	0.400000	0.347826
1667_4	0.857143		0.000000	0.222222	0.190476
1667_5	0.888889				
1667_6	0.333333	0.000000	0.000000	0.097561	0.085106
1667_7	0.750000		0.000000	0.086957	0.113208
1667_8	0.285714		0.000000	0.145455	0.129032
1668_2	0.571429	0.000000	0.000000	0.064516	0.058824
1668_3	0.700000	0.000000	0.000000	0.222222	0.250000
1668_4	0.533333	0.000000	0.000000	0.153846	0.176471
1668_5	0.777778	0.000000	0.000000	0.100000	0.160000
1668_6	0.800000	0.000000	0.000000	0.142857	0.263158
1668_7	0.636364	0.125000	0.000000	0.480000	0.312500
1668_8	0.285714	0.000000	0.000000	0.105263	0.086957
1669_2	0.500000		0.000000	0.315789	0.300000
1669_3	0.571429		0.000000	0.000000	0.000000
1669_4	0.600000	0.000000	0.000000	0.133333	0.105263
1669_5	0.428571	0.000000	0.000000	0.139535	0.083333
1669_6	0.750000	0.000000	0.000000	0.058824	0.102564
1669_7	0.500000				
1669_8	0.777778				
1669_9	0.555556		0.000000	0.111111	0.105263
1669_10	0.454545		0.000000	0.000000	0.000000
1669_11	0.363636	0.000000	0.000000	0.000000	0.000000
1670_2	1.000000		0.000000	0.071429	0.162162
1670_3	1.000000		0.000000	0.000000	0.000000
1670_4	1.000000				
1670_5	0.941176	0.000000	0.000000	0.136364	0.218182
1670_6	0.750000				
1670_7	0.857143	0.500000	0.000000	0.000000	0.000000
1671_2	0.538462	0.500000	0.000000	0.095238	0.086957
1671_3	0.555556	0.000000	0.000000	0.176471	0.190476
1671_4	0.769231		0.000000	0.454545	0.320000
1671_5	0.714286		0.000000	0.470588	0.400000
1672_2	0.280000	0.000000	0.000000	0.090909	0.122449
1672_3	0.266667	0.000000	0.000000	0.083333	0.068966
1672_4	0.375000	0.000000	0.000000	0.055556	0.047619
1672_5	0.700000	0.000000	0.000000	0.125000	0.114286
1672_6	0.454545	0.000000	0.000000	0.125000	0.100000
1672_7	0.888889				
1673_2	0.400000		0.000000	0.296296	0.285714
1673_3	0.571429	0.000000	0.000000	0.088889	0.115385
1673_4	1.000000		0.000000	0.000000	0.000000
1673_5	0.900000				
1673_6	0.275862	0.166667	0.000000	0.058824	0.097561
1673_7	0.857143		0.000000	0.080000	0.107143
1673_8	0.800000		0.000000	0.125000	0.111111
1674_2	1.000000		0.000000	0.347826	0.296296
1674_3	1.000000		0.000000	0.754717	0.733333
1674_4	0.285714	1.000000	0.000000	0.130435	0.153846
1674_5	0.583333		0.000000	0.250000	0.242424
1674_6	1.000000		0.000000	0.571429	0.545455
1674_7	0.214286		0.000000	0.250000	0.230769
1674_8	0.818182		0.000000	0.046512	0.086957
1675_2	0.421053	0.000000	0.000000	0.230769	0.262295
1675_3	0.250000		0.000000	0.000000	0.000000
1675_4	0.600000	0.000000	0.000000	0.000000	0.000000
1676_2	1.000000		0.000000	0.628571	0.636364
1676_3	0.846154	0.200000	0.000000	0.222222	0.181818
1676_4	0.416667	0.000000	0.000000	0.000000	0.000000
1677_2	0.800000		0.000000	0.216216	0.146341
1677_3	0.777778				
1677_4	0.700000		0.000000	0.111111	0.047619
1678_2	1.000000		0.000000	0.400000	0.307692
1678_3	0.375000	0.000000	0.000000	0.384615	0.222222
1678_4	0.636364		0.000000	0.228571	0.222222
1678_5	1.000000		0.000000	0.500000	0.333333
1678_6	0.777778	0.000000	0.000000	0.315789	0.363636
1678_7	0.666667	0.000000	0.000000	0.163265	0.153846
1679_2	0.500000	0.000000	0.000000	0.000000	0.044444
1679_3	0.272727	0.000000	0.000000	0.117647	0.100000
1679_4	0.769231	0.000000	0.000000	0.200000	0.153846
1679_5	0.666667		0.000000	0.117647	0.113208
1679_6	0.769231		0.000000	0.068966	0.114286
1679_7	0.666667	0.000000	0.000000	0.000000	0.000000
1680_2	0.857143		0.000000	0.054054	0.095238
1680_3	0.409091		0.000000	0.190476	0.181818
1680_4	0.500000	0.000000	0.000000	0.075472	0.105263
1681_2	0.666667		0.000000	0.076923	0.158730
1681_3	0.666667		0.000000	0.000000	0.078431
1681_4	0.714286				
1681_5	0.750000	0.000000	0.000000	0.064516	0.105263
1681_6	0.625000	0.166667	0.000000	0.146341	0.163265
1681_7	0.294118	0.000000	0.000000	0.000000	0.000000
1681_8	0.352941	0.000000	0.000000	0.142857	0.127660
1682_2	0.600000	0.000000	0.000000	0.171429	0.230769
1682_3	0.666667		0.000000	0.307692	0.200000
1682_4	0.714286	0.000000	0.000000	0.146341	0.188679
1683_2	0.571429	0.000000	0.000000	0.000000	0.057143
1683_3	0.727273	0.000000	0.000000	0.000000	0.055556
1683_4	0.428571	0.000000	0.000000	0.085106	0.076923
1683_5	0.545455		0.000000	0.000000	0.086957
1684_2	0.500000	0.000000	0.000000	0.000000	0.000000
1684_3	0.571429		0.000000	0.083333	0.074074
1684_4	0.411765	0.000000	0.000000	0.170213	0.181818
1684_5	0.555556	0.000000	0.000000	0.000000	0.000000
1684_6	0.333333	0.000000	0.000000	0.068966	0.060606
1684_7	0.375000		0.000000	0.000000	0.000000
1684_8	0.277778				
1685_2	0.777778		0.000000	0.114286	0.146341
1685_3	0.714286				
1686_2	1.000000	0.000000	0.000000	0.533333	0.545455
1686_3	1.000000				
1686_4	0.666667		0.000000	0.190476	0.240000
1686_5	1.000000		0.000000	0.363636	0.315789
1686_6	0.555556	0.000000	0.000000	0.315789	0.400000
1686_7	1.000000		0.000000	0.307692	0.285714
1686_8	0.590909	1.000000	0.000000	0.285714	0.307692
1687_2	0.900000	1.000000	0.000000	0.153846	0.136364
1687_3	0.733333	1.000000	0.000000	0.156863	0.129032
1687_4	0.909091				
1687_5	0.666667	1.000000	0.000000	0.083333	0.074074
1687_6	0.375000	0.500000	0.000000	0.205128	0.186047
1687_7	0.625000		0.000000	0.127660	0.140351
1687_8	0.916667				
